,t,ax,ay,az,wx,wy,wz
416,1365.0,-6.96,-1.02,5.73,0.45,-1.61,-1.8
417,1368.0,-6.46,-0.97,4.87,0.43,-1.78,-1.83
418,1372.0,-6.15,-1.41,5.65,0.02,-1.69,-1.9
419,1375.0,-6.17,-0.74,5.62,-0.12,-1.54,-1.92
420,1378.0,-6.21,-0.13,4.33,-0.45,-1.31,-1.85
421,1382.0,-6.15,0.89,2.34,-1.24,-0.92,-1.64
422,1385.0,-5.82,2.59,-2.71,-3.79,-0.09,-1.08
423,1388.0,-5.25,6.34,-1.16,-6.49,0.52,-0.5
424,1391.0,-7.04,11.11,1.91,-5.55,-0.63,0.33
425,1395.0,-3.29,11.38,1.89,-4.65,-0.67,1.31
426,1398.0,1.16,11.14,0.44,-2.63,-0.39,2.35
427,1401.0,2.22,9.4,-0.55,-0.25,0.29,3.06
428,1404.0,2.26,8.02,-1.75,2.77,1.08,3.26
429,1407.0,2.2,6.81,-1.58,5.09,2.22,3.32
430,1411.0,2.06,6.11,-0.41,6.3,3.01,3.25
431,1414.0,1.38,4.97,4.22,6.89,3.14,3.32
432,1417.0,-0.61,2.65,6.51,4.73,2.23,3.46
433,1420.0,-3.11,1.51,4.48,2.73,1.93,3.47
434,1424.0,-5.36,0.03,3.14,1.89,1.31,3.47
435,1427.0,-8.2,-1.84,1.75,1.92,0.7,3.35
436,1430.0,-10.96,-5.19,4.36,1.45,0.33,2.89
437,1433.0,-12.72,-6.28,4.79,1.23,0.39,2.37
438,1436.0,-14.03,-7.08,5.31,0.83,-0.09,1.89
439,1440.0,-15.02,-7.61,5.45,0.57,-0.79,1.41
440,1443.0,-15.37,-7.85,5.49,0.33,-1.6,0.82
441,1446.0,-14.95,-7.71,6.01,0.15,-2.22,0.51
442,1449.0,-14.44,-7.24,5.45,-0.1,-2.64,0.27
443,1453.0,-13.49,-6.62,5.48,-0.36,-2.63,0.01
444,1456.0,-11.93,-5.64,5.43,-0.88,-2.36,-0.28
445,1459.0,-10.44,-4.71,5.39,-1.15,-2.16,-0.49
446,1463.0,-8.85,-3.72,5.51,-1.49,-1.86,-0.64
447,1466.0,-6.58,-2.24,5.68,-2.0,-1.47,-0.67
448,1469.0,-5.32,-1.35,5.23,-2.3,-1.12,-0.55
449,1472.0,-4.24,-0.67,4.37,-2.39,-0.67,-0.37
450,1476.0,-3.45,-0.16,3.3,-2.12,-0.12,-0.15
451,1479.0,-2.64,0.2,2.04,-1.18,0.66,0.13
452,1482.0,-2.09,0.46,1.59,-0.13,1.23,0.32
453,1485.0,-1.62,0.67,1.7,1.03,1.74,0.5
454,1489.0,-1.19,0.8,2.28,2.12,2.12,0.69
455,1492.0,-0.92,0.61,3.11,2.98,2.37,0.89
456,1495.0,-1.07,0.03,9.33,3.5,2.17,1.07
457,1498.0,-1.98,-0.64,6.79,1.88,2.32,1.17
458,1501.0,-2.48,-0.84,6.23,1.25,2.02,0.95
459,1505.0,-3.09,-1.04,6.21,1.22,1.59,0.71
460,1508.0,-3.99,-0.94,5.33,0.77,1.07,0.28
461,1511.0,-4.25,-0.57,5.34,0.16,0.91,0.07
462,1514.0,-4.46,-0.33,5.09,0.17,0.45,-0.05
463,1518.0,-4.82,-0.32,5.03,0.2,-0.01,-0.08
464,1521.0,-5.46,-0.46,5.06,0.17,-0.5,-0.16
465,1524.0,-5.96,-0.62,5.06,0.19,-0.86,-0.23
466,1527.0,-6.44,-0.71,5.05,0.15,-1.19,-0.36
467,1531.0,-6.56,-0.61,5.09,0.16,-1.37,-0.51
468,1534.0,-6.37,-0.24,5.78,-0.05,-1.5,-0.67
469,1537.0,-6.25,0.0,6.05,-0.42,-1.55,-0.69
470,1541.0,-6.17,0.19,5.82,-0.71,-1.52,-0.67
471,1544.0,-6.12,0.26,5.55,-0.94,-1.45,-0.61
472,1547.0,-6.22,0.26,4.9,-1.09,-1.28,-0.49
473,1550.0,-6.34,0.17,4.37,-1.02,-1.03,-0.41
474,1554.0,-6.44,0.14,3.99,-0.82,-0.72,-0.32
475,1557.0,-6.55,-0.02,3.69,-0.51,-0.39,-0.21
476,1560.0,-5.88,-0.3,3.55,0.02,0.03,-0.08
477,1563.0,-5.59,-0.4,3.6,0.45,0.32,0.04
478,1567.0,-5.54,-0.43,3.75,0.85,0.56,0.15
479,1570.0,-5.5,-0.46,3.95,1.2,0.76,0.26
480,1573.0,-5.62,-0.3,6.46,1.48,0.92,0.37
481,1576.0,-5.94,-0.38,5.94,0.86,0.94,0.41
482,1580.0,-6.03,-0.41,5.42,0.73,0.98,0.34
483,1583.0,-6.0,-0.15,5.52,0.54,0.83,0.26
484,1586.0,-5.86,0.11,5.3,0.35,0.63,0.14
485,1589.0,-5.69,0.09,5.2,0.26,0.52,0.07
486,1592.0,-5.7,0.03,5.15,0.2,0.35,0.05
487,1596.0,-5.74,-0.04,5.09,0.16,0.16,0.04
488,1599.0,-5.76,-0.1,5.02,0.14,0.01,0.02
489,1602.0,-5.87,-0.14,5.01,0.11,-0.22,-0.04
490,1605.0,-5.88,-0.15,5.0,0.1,-0.4,-0.1
491,1609.0,-5.87,-0.15,4.98,0.09,-0.52,-0.17
492,1612.0,-5.75,-0.11,5.1,0.05,-0.59,-0.22
493,1615.0,-5.66,-0.12,5.18,-0.09,-0.65,-0.24
494,1618.0,-5.56,-0.15,5.05,-0.15,-0.64,-0.24
495,1622.0,-5.49,-0.16,5.0,-0.19,-0.59,-0.21
496,1625.0,-5.45,-0.2,4.92,-0.22,-0.54,-0.18
497,1628.0,-5.39,-0.24,4.76,-0.21,-0.41,-0.13
498,1632.0,-5.39,-0.28,4.67,-0.16,-0.29,-0.09
499,1635.0,-5.35,-0.31,4.56,-0.08,-0.16,-0.06
500,1638.0,-5.35,-0.35,4.42,0.08,0.03,-0.01
501,1641.0,-5.33,-0.37,4.39,0.24,0.16,0.03
502,1645.0,-5.36,-0.36,4.44,0.4,0.28,0.07
503,1648.0,-5.46,-0.24,5.11,0.52,0.35,0.12
504,1651.0,-5.54,-0.13,5.33,0.34,0.38,0.17
505,1654.0,-5.66,-0.19,5.06,0.27,0.4,0.17
506,1657.0,-5.73,-0.18,5.1,0.21,0.35,0.14
507,1661.0,-5.59,-0.18,4.92,0.17,0.29,0.09
508,1664.0,-5.53,-0.18,4.84,0.14,0.25,0.05
509,1667.0,-5.84,-0.02,4.95,0.11,0.17,0.03
510,1670.0,-6.01,0.3,4.8,0.1,0.1,0.04
511,1674.0,-5.99,0.43,4.64,0.12,0.01,0.06
512,1677.0,-6.36,0.5,4.73,0.14,-0.08,0.04
513,1680.0,-6.39,0.49,4.62,0.15,-0.14,-0.04
514,1683.0,-6.31,0.46,4.54,0.18,-0.21,-0.17
515,1687.0,-3.01,-2.87,5.22,0.16,-0.48,-0.22
516,1690.0,4.1,-14.64,5.39,0.27,-1.99,-0.12
517,1693.0,0.3,-14.5,5.92,0.29,-3.73,-0.67
518,1696.0,-5.71,-7.89,5.55,-0.25,-1.71,-1.53
519,1700.0,-6.55,-5.83,7.1,-0.91,-1.15,-2.1
520,1703.0,-7.6,-3.77,3.95,-1.16,-0.84,-2.66
521,1716.0,-5.87,3.46,5.3,-0.72,-0.87,-1.71
522,1720.0,-6.76,2.71,4.72,-0.67,-0.61,-1.14
523,1723.0,-7.94,1.77,3.04,-0.29,-0.19,-0.87
524,1726.0,-8.4,0.81,1.28,0.73,1.01,-1.02
525,1729.0,-7.11,-0.57,1.4,1.74,2.04,-1.08
526,1733.0,-5.95,-1.84,7.16,2.24,2.6,-0.82
527,1736.0,-5.86,-3.06,9.24,1.96,2.62,-0.51
528,1739.0,-5.34,-3.12,11.44,2.92,2.43,-0.22
529,1742.0,-5.43,-3.24,9.83,4.41,1.8,-0.05
530,1746.0,-6.34,-3.43,6.64,4.67,1.83,-0.06
531,1749.0,-7.22,-3.61,5.49,4.49,2.33,-0.23
532,1752.0,-7.51,-3.29,6.15,4.53,2.64,-0.45
533,1755.0,-7.79,-2.27,7.4,5.27,2.58,-0.7
534,1759.0,-7.4,-1.29,8.28,5.54,2.35,-0.78
535,1762.0,-6.93,-0.79,8.76,4.72,1.9,-0.7
536,1765.0,-6.77,-0.31,9.33,3.79,1.46,-0.66
537,1768.0,-6.03,4.98,9.89,3.13,0.88,-0.74
538,1772.0,-4.31,12.27,9.75,3.2,0.43,-0.65
539,1775.0,-2.38,18.22,8.6,3.59,-0.07,-0.18
540,1778.0,-2.18,18.77,6.62,4.21,-0.55,0.62
541,1781.0,-4.94,11.77,4.5,5.15,-0.84,1.73
542,1785.0,-7.75,5.01,3.88,5.49,-0.88,2.25
543,1788.0,-9.93,-0.43,3.62,5.46,-0.83,2.35
544,1791.0,-10.78,-3.56,3.44,5.29,-0.67,2.03
545,1794.0,-9.81,-3.94,3.34,4.86,-0.39,1.31
546,1797.0,-8.5,-2.02,3.33,4.47,-0.19,0.88
547,1801.0,-7.43,0.72,3.43,4.12,-0.0,0.71
548,1804.0,-6.98,2.97,3.69,3.86,0.16,0.83
549,1807.0,-7.13,3.86,4.1,3.68,0.3,1.1
550,1810.0,-7.54,2.99,4.68,3.46,0.47,1.42
551,1814.0,-7.75,1.88,5.16,3.28,0.56,1.49
552,1817.0,-7.69,1.43,5.59,3.08,0.61,1.39
553,1820.0,-7.53,1.98,6.22,2.79,0.6,1.19
554,1823.0,-7.54,3.14,6.71,2.44,0.4,0.92
555,1826.0,-7.74,3.29,7.07,2.33,0.21,0.79
556,1830.0,-7.72,3.72,7.13,2.27,0.01,0.72
557,1833.0,-7.49,4.49,7.05,2.18,-0.18,0.75
558,1836.0,-7.27,4.93,6.94,2.08,-0.39,0.86
559,1839.0,-7.03,4.86,6.91,1.98,-0.63,1.04
560,1843.0,-6.87,4.46,6.97,1.84,-0.81,1.16
561,1846.0,-6.79,4.09,7.04,1.71,-0.98,1.23
562,1849.0,-6.79,3.94,6.97,1.63,-1.16,1.27
563,1852.0,-6.88,4.0,6.51,1.62,-1.32,1.3
564,1855.0,-6.83,4.23,5.83,1.55,-1.42,1.36
565,1859.0,-6.68,4.53,5.69,1.44,-1.42,1.47
566,1862.0,-6.63,4.49,6.11,1.19,-1.4,1.61
567,1865.0,-6.68,4.67,6.18,1.22,-1.47,1.72
568,1868.0,-6.73,4.88,6.23,1.4,-1.53,1.9
569,1872.0,-6.79,4.71,6.22,1.47,-1.57,2.06
570,1875.0,-7.02,4.43,6.3,1.43,-1.58,2.22
571,1878.0,-7.45,3.93,6.64,1.31,-1.59,2.35
572,1881.0,-7.98,3.12,6.97,1.29,-1.65,2.4
573,1885.0,-8.37,2.67,7.35,1.17,-1.69,2.39
574,1888.0,-8.6,2.16,7.92,0.86,-1.75,2.36
575,1891.0,-8.72,1.81,8.39,0.61,-1.88,2.3
576,1894.0,-8.85,1.6,8.81,0.35,-2.05,2.23
577,1898.0,-9.0,1.33,8.97,0.16,-2.35,2.13
578,1901.0,-9.04,1.16,8.73,0.16,-2.59,2.07
579,1904.0,-8.98,1.18,8.11,0.33,-2.81,2.0
580,1907.0,-8.87,1.39,7.62,0.55,-2.97,1.97
581,1910.0,-8.62,1.52,7.24,0.82,-3.15,1.97
582,1914.0,-8.36,1.55,7.23,0.99,-3.27,2.0
583,1917.0,-8.11,1.39,7.11,1.12,-3.41,2.02
584,1920.0,-7.88,1.25,7.02,1.26,-3.51,2.0
585,1923.0,-7.68,1.19,6.85,1.37,-3.63,1.95
586,1927.0,-7.16,1.22,6.32,1.54,-3.78,1.84
587,1930.0,-6.86,1.41,5.78,1.63,-3.83,1.78
588,1933.0,-6.66,1.5,5.44,1.57,-3.82,1.75
589,1936.0,-6.45,1.81,5.19,1.59,-3.78,1.73
590,1940.0,-6.18,1.87,4.67,1.6,-3.7,1.73
591,1943.0,-6.94,-1.64,1.32,0.68,-3.29,1.69
592,1946.0,-7.44,-4.98,0.72,-0.43,-2.69,1.31
593,1949.0,-7.02,-5.29,1.53,-0.3,-2.16,0.78
594,1953.0,-5.99,-1.63,4.05,0.07,-1.9,0.16
595,1956.0,-5.09,2.14,5.55,0.33,-1.84,-0.01
596,1959.0,-4.44,5.7,6.87,0.78,-2.03,0.12
597,1962.0,-4.09,7.98,7.05,1.23,-2.28,0.5
598,1965.0,-3.94,8.47,6.81,1.56,-2.5,0.96
599,1969.0,-3.89,8.4,7.91,2.16,-2.67,1.45
600,1972.0,-3.58,8.76,9.93,3.07,-2.99,1.76
601,1975.0,-3.38,8.71,10.93,3.68,-3.48,2.04
602,1978.0,-3.23,8.07,10.66,3.52,-3.84,2.29
603,1982.0,-2.83,8.33,11.52,3.51,-4.39,2.57
604,1985.0,-2.64,7.63,10.18,3.3,-4.88,2.78
605,1988.0,-2.88,6.44,8.53,2.34,-5.06,2.89
606,1991.0,-2.66,6.21,8.28,2.78,-5.25,2.87
607,1994.0,-2.66,4.12,4.71,2.65,-5.35,2.87
608,1998.0,-2.58,5.37,6.39,3.02,-5.32,2.77
609,2001.0,-2.43,6.63,7.18,4.07,-5.53,2.87
610,2004.0,-2.52,6.73,6.58,4.45,-5.64,3.12
611,2007.0,-2.65,6.42,5.68,4.37,-5.57,3.43
612,2011.0,-2.72,4.54,4.76,3.96,-5.53,3.72
613,2014.0,-2.93,3.36,3.83,3.88,-5.43,3.77
614,2017.0,-2.84,1.76,2.69,3.85,-5.4,3.65
615,2020.0,-2.87,0.74,1.42,3.87,-5.17,3.47
616,2024.0,-2.77,-0.59,0.77,3.62,-4.82,3.15
617,2027.0,-2.99,-1.12,0.37,3.55,-4.58,2.92
618,2030.0,-2.98,-1.35,0.84,3.24,-4.31,2.67
619,2033.0,-3.02,-1.41,1.52,2.84,-4.24,2.46
620,2037.0,-3.5,-1.71,0.35,2.14,-4.61,2.15
621,2040.0,-3.59,-2.02,-1.21,1.55,-4.79,1.89
622,2043.0,-3.29,-2.21,-2.45,0.39,-5.03,1.62
623,2046.0,-3.08,-2.77,-3.98,-1.12,-5.38,1.36
624,2050.0,-2.72,-3.63,-5.9,-3.48,-6.19,0.75
625,2053.0,-3.33,-4.14,-8.11,-4.82,-6.82,0.1
626,2056.0,-3.82,-4.3,-9.56,-5.77,-6.94,-0.78
627,2059.0,-4.19,-4.66,-9.73,-6.11,-6.89,-1.86
628,2063.0,-3.59,-4.46,-9.8,-5.76,-6.52,-3.35
629,2066.0,1.06,1.46,-3.65,-3.33,-4.33,-4.55
630,2069.0,7.57,10.9,14.67,2.02,-1.49,-4.89
631,2073.0,9.91,17.62,27.13,4.34,-1.77,-3.5
632,2076.0,6.88,18.43,27.57,3.27,-2.29,-2.21
633,2079.0,4.61,18.53,25.01,1.71,-3.19,-0.84
634,2082.0,3.35,17.6,17.34,0.74,-4.27,0.56
635,2085.0,2.38,15.79,5.7,1.19,-4.42,1.8
636,2089.0,0.48,11.04,-4.27,3.92,-3.17,2.79
637,2092.0,0.02,7.52,-5.32,5.87,-2.15,2.97
638,2095.0,1.2,4.69,-2.7,6.27,-1.53,2.8
639,2098.0,2.92,2.15,1.34,5.35,-1.36,2.35
640,2102.0,4.03,0.56,5.71,3.94,-1.55,1.77
641,2105.0,4.63,0.54,9.33,2.41,-2.24,1.03
642,2108.0,4.99,1.78,9.42,2.23,-2.89,0.62
643,2111.0,5.0,2.48,8.52,2.18,-3.44,0.45
644,2114.0,4.49,2.14,6.91,2.47,-3.94,0.4
645,2118.0,3.69,1.33,3.68,3.66,-4.44,0.32
646,2121.0,3.43,1.06,0.97,4.41,-4.49,0.23
647,2124.0,3.25,1.08,-1.34,4.63,-4.21,0.13
648,2127.0,2.9,1.21,-2.9,4.68,-3.71,0.04
649,2131.0,2.39,1.57,-3.79,4.96,-3.12,-0.06
650,2134.0,2.2,3.07,-4.41,5.52,-2.26,-0.11
651,2137.0,2.26,4.17,-4.02,5.89,-1.58,-0.03
652,2140.0,2.29,5.14,-2.89,6.26,-1.0,0.13
653,2144.0,2.26,5.64,-1.15,6.56,-0.61,0.36
654,2147.0,2.39,6.39,1.06,6.9,-0.45,0.64
655,2150.0,1.99,6.36,2.24,7.14,-0.56,0.86
656,2153.0,1.21,5.72,2.74,7.41,-0.78,1.02
657,2156.0,-0.18,4.92,3.14,7.62,-1.03,1.16
658,2160.0,-1.76,4.63,3.26,7.76,-1.51,1.26
659,2163.0,-2.14,4.46,2.13,7.41,-2.13,1.21
660,2166.0,-1.45,4.07,1.25,6.92,-2.44,1.11
661,2169.0,-0.73,3.81,0.62,6.52,-2.63,0.97
662,2173.0,0.23,3.88,0.07,6.28,-2.77,0.82
663,2176.0,1.44,4.67,-1.12,5.99,-2.94,0.62
664,2179.0,1.75,5.26,-2.44,5.78,-3.02,0.57
665,2182.0,1.81,6.01,-3.91,5.59,-2.96,0.59
666,2185.0,2.01,6.71,-4.99,5.44,-2.81,0.68
667,2189.0,2.3,6.95,-5.44,5.26,-2.62,0.77
668,2192.0,2.52,6.32,-5.16,4.94,-2.39,0.84
669,2195.0,2.53,5.8,-4.88,4.61,-2.27,0.81
670,2198.0,2.16,5.21,-4.68,4.27,-2.15,0.78
671,2202.0,1.78,4.86,-4.61,3.98,-2.07,0.76
672,2205.0,1.76,4.6,-4.78,3.56,-2.01,0.77
673,2208.0,2.06,4.22,-4.89,3.25,-2.0,0.76
674,2211.0,2.35,3.72,-4.99,2.91,-2.02,0.7
675,2215.0,2.56,3.16,-5.2,2.58,-2.05,0.56
676,2218.0,2.74,2.46,-5.45,2.18,-2.07,0.25
677,2221.0,2.8,2.09,-5.47,1.92,-2.09,-0.06
678,2224.0,2.77,1.99,-5.37,1.68,-2.13,-0.41
679,2228.0,2.55,2.15,-5.06,1.53,-2.19,-0.79
680,2231.0,2.6,2.42,-4.8,1.45,-2.28,-1.17
681,2234.0,3.11,3.07,-4.72,1.41,-2.39,-1.68
682,2237.0,4.26,3.73,-4.88,1.38,-2.45,-2.03
683,2240.0,5.49,4.65,-4.91,1.27,-2.43,-2.32
684,2244.0,6.15,5.58,-4.73,1.22,-2.38,-2.58
685,2247.0,6.89,6.99,-4.45,1.24,-2.25,-2.86
686,2250.0,7.12,7.81,-4.36,1.32,-2.1,-3.0
687,2253.0,7.46,8.81,-4.18,1.49,-1.92,-3.07
688,2257.0,7.58,9.72,-4.35,1.75,-1.78,-3.06
689,2260.0,7.06,10.75,-4.6,2.3,-1.52,-2.92
690,2263.0,6.43,11.8,-4.89,2.78,-1.34,-2.7
691,2266.0,5.8,12.68,-5.36,3.3,-1.15,-2.41
692,2270.0,5.09,13.33,-5.81,3.84,-0.96,-2.05
693,2273.0,4.02,13.68,-6.68,4.48,-0.68,-1.51
694,2276.0,3.73,13.75,-7.44,4.85,-0.48,-1.05
695,2279.0,3.92,13.68,-8.47,5.02,-0.26,-0.62
696,2283.0,4.36,13.6,-9.49,5.0,-0.01,-0.27
697,2286.0,4.82,13.37,-10.26,4.77,0.35,0.06
698,2289.0,5.01,13.1,-10.23,4.52,0.61,0.21
699,2292.0,5.1,12.79,-9.65,4.29,0.8,0.29
700,2296.0,5.21,12.58,-8.72,4.08,0.89,0.31
701,2299.0,5.32,12.67,-7.8,3.91,0.85,0.3
702,2302.0,5.34,12.96,-6.97,3.74,0.63,0.28
703,2305.0,5.23,13.04,-6.81,3.61,0.38,0.27
704,2308.0,5.01,12.94,-7.07,3.43,0.11,0.25
705,2312.0,4.78,12.73,-7.66,3.17,-0.13,0.22
706,2315.0,4.41,12.44,-8.71,2.7,-0.37,0.16
707,2318.0,4.14,12.27,-9.43,2.26,-0.46,0.1
708,2321.0,3.87,12.1,-9.91,1.76,-0.49,0.05
709,2325.0,3.63,11.95,-10.18,1.24,-0.47,-0.01
710,2328.0,3.59,11.77,-10.25,0.74,-0.42,-0.06
711,2331.0,3.69,11.55,-10.08,0.13,-0.33,-0.14
712,2334.0,3.81,11.5,-9.74,-0.28,-0.25,-0.2
713,2338.0,3.85,11.51,-9.22,-0.61,-0.17,-0.25
714,2341.0,3.84,11.66,-8.59,-0.89,-0.11,-0.29
715,2344.0,3.79,12.05,-7.67,-1.28,-0.07,-0.35
716,2347.0,3.99,13.02,-6.97,-1.66,-0.09,-0.41
717,2351.0,3.74,13.04,-6.14,-2.09,-0.15,-0.47
718,2354.0,3.91,12.95,-5.41,-2.59,-0.21,-0.56
719,2357.0,3.87,12.77,-4.81,-3.32,-0.3,-0.74
720,2360.0,4.16,12.8,-4.32,-3.8,-0.36,-0.93
721,2364.0,4.39,13.01,-3.88,-4.3,-0.42,-1.12
722,2367.0,4.45,13.58,-3.19,-4.8,-0.5,-1.42
723,2370.0,4.18,13.08,-2.68,-5.1,-0.6,-1.64
724,2373.0,4.31,13.26,-2.09,-5.31,-0.68,-1.85
725,2377.0,4.13,13.71,-1.54,-5.41,-0.86,-2.04
726,2380.0,4.08,13.67,-0.35,-5.06,-1.32,-2.26
727,2383.0,4.2,13.57,0.3,-4.63,-1.76,-2.34
728,2387.0,4.01,13.68,0.38,-4.13,-2.28,-2.4
729,2390.0,3.54,13.62,0.14,-3.51,-2.89,-2.44
730,2393.0,3.11,13.11,-0.92,-2.87,-3.54,-2.48
731,2396.0,2.61,11.4,-3.59,-2.35,-4.0,-2.52
732,2410.0,4.89,9.61,-10.07,-4.22,-2.75,-2.32
733,2413.0,2.64,10.67,-8.97,-5.0,-2.17,-2.19
734,2416.0,0.5,11.8,-7.22,-5.46,-1.6,-1.86
735,2419.0,0.76,11.35,-6.41,-5.55,-1.36,-1.57
736,2423.0,1.39,10.81,-5.74,-5.56,-1.21,-1.27
737,2426.0,0.17,10.54,-5.73,-5.54,-1.22,-1.07
738,2429.0,-0.65,9.57,-5.49,-5.64,-1.33,-0.96
739,2433.0,0.89,8.12,-4.58,-5.73,-1.45,-0.96
740,2436.0,2.76,7.11,-1.1,-5.28,-1.74,-1.07
741,2439.0,2.33,8.21,-1.04,-3.96,-2.5,-1.25
742,2442.0,1.63,9.25,-2.5,-3.33,-2.9,-1.32
743,2446.0,0.97,9.98,-3.36,-3.04,-3.12,-1.33
744,2449.0,0.4,10.53,-3.83,-2.96,-3.21,-1.3
745,2452.0,-0.04,10.65,-3.97,-3.02,-3.2,-1.24
746,2455.0,-0.02,10.52,-3.9,-3.06,-3.14,-1.21
747,2459.0,0.14,10.31,-3.85,-3.05,-3.03,-1.17
748,2462.0,0.31,10.09,-3.73,-3.12,-2.86,-1.12
749,2465.0,0.32,9.93,-3.62,-3.11,-2.72,-1.08
750,2469.0,0.37,9.75,-3.62,-3.07,-2.66,-1.07
751,2472.0,0.45,9.73,-3.56,-3.05,-2.63,-1.06
752,2475.0,0.57,9.47,-3.5,-3.13,-2.6,-1.04
753,2478.0,0.67,9.12,-3.19,-3.24,-2.59,-1.0
754,2482.0,0.76,9.16,-2.85,-3.48,-2.56,-0.93
755,2485.0,0.82,8.83,-2.63,-3.78,-2.52,-0.84
756,2488.0,0.87,8.73,-2.36,-4.05,-2.47,-0.73
757,2491.0,1.24,8.76,-1.46,-4.31,-2.47,-0.56
758,2495.0,1.45,8.89,-1.05,-4.62,-2.49,-0.41
759,2498.0,1.62,8.84,-0.75,-4.94,-2.51,-0.27
760,2501.0,1.98,8.8,-0.36,-5.28,-2.58,-0.12
761,2504.0,2.38,8.97,-0.1,-5.65,-2.64,0.02
762,2508.0,2.5,8.83,-0.23,-6.11,-2.7,0.18
763,2511.0,2.66,8.66,-0.2,-6.58,-2.75,0.32
764,2514.0,3.13,8.85,0.23,-7.29,-2.82,0.56
765,2517.0,3.18,8.97,0.44,-7.91,-2.88,0.76
766,2521.0,3.49,9.3,0.71,-8.43,-2.95,0.94
767,2524.0,3.53,9.0,0.65,-8.73,-2.96,1.1
768,2527.0,3.82,8.91,1.12,-8.73,-2.89,1.25
769,2530.0,3.85,8.4,1.08,-8.73,-2.69,1.43
770,2534.0,3.94,8.07,1.39,-8.73,-2.48,1.53
771,2537.0,4.0,7.84,1.59,-8.73,-2.23,1.62
772,2540.0,3.98,7.5,1.8,-8.73,-2.01,1.73
773,2543.0,3.97,6.91,2.07,-8.73,-1.73,1.82
774,2546.0,3.89,6.45,2.36,-8.73,-1.54,1.9
775,2550.0,3.99,6.04,2.38,-8.73,-1.34,1.99
776,2553.0,3.97,5.63,2.57,-8.73,-1.03,2.11
777,2556.0,3.8,5.36,2.55,-8.73,-0.78,2.22
778,2559.0,3.37,5.33,2.67,-8.73,-0.2,2.33
779,2563.0,2.74,5.29,2.55,-8.73,0.17,2.33
780,2566.0,2.27,5.26,2.27,-8.73,0.44,2.28
781,2569.0,1.71,5.31,1.92,-8.5,0.78,2.18
782,2572.0,1.2,5.2,2.67,-7.47,1.14,2.06
783,2575.0,0.97,5.03,2.8,-6.51,1.16,2.05
784,2579.0,0.64,4.84,3.37,-5.63,1.18,2.18
785,2582.0,0.74,4.43,3.79,-4.88,1.34,2.43
786,2585.0,0.6,4.17,4.26,-4.14,1.59,2.83
787,2588.0,0.33,3.77,4.54,-3.33,2.05,3.35
788,2592.0,0.83,3.49,3.73,-2.91,2.25,3.32
789,2595.0,1.46,3.31,2.74,-2.8,2.22,2.87
790,2598.0,1.65,3.21,2.24,-2.89,1.97,2.28
791,2601.0,1.63,3.07,1.77,-3.08,1.49,1.69
792,2604.0,1.77,2.69,1.42,-3.44,0.73,0.95
793,2608.0,2.01,2.32,1.33,-3.76,0.17,0.47
794,2611.0,2.26,2.04,1.65,-4.09,-0.24,0.16
795,2614.0,2.38,1.75,2.32,-4.44,-0.46,0.08
796,2617.0,2.54,1.19,3.25,-4.89,-0.44,0.21
797,2621.0,2.76,0.69,3.79,-5.25,-0.33,0.36
798,2624.0,2.98,0.23,4.08,-5.65,-0.21,0.48
799,2627.0,3.19,-0.15,4.26,-6.11,-0.11,0.59
800,2630.0,3.3,-0.47,4.35,-6.65,-0.05,0.68
801,2633.0,3.53,-0.73,4.34,-7.47,-0.05,0.79
802,2637.0,3.71,-0.88,4.41,-8.16,-0.08,0.86
803,2640.0,3.9,-0.96,4.43,-8.73,-0.11,0.95
804,2643.0,4.12,-1.07,4.54,-8.73,-0.08,1.06
805,2646.0,4.39,-1.31,4.81,-8.73,0.06,1.22
806,2650.0,4.58,-1.55,5.01,-8.73,0.21,1.35
807,2653.0,4.72,-1.88,5.36,-8.73,0.37,1.46
808,2656.0,4.74,-2.27,5.62,-8.73,0.52,1.54
809,2659.0,4.8,-2.78,5.66,-8.73,0.69,1.6
810,2663.0,4.75,-3.11,5.54,-8.73,0.79,1.58
811,2666.0,4.57,-3.33,5.28,-8.73,0.91,1.52
812,2669.0,4.35,-3.5,5.18,-8.73,1.04,1.45
813,2672.0,4.18,-3.79,5.38,-8.73,1.12,1.35
814,2676.0,3.59,-3.89,4.36,-8.73,1.39,1.3
815,2679.0,3.72,-4.51,5.27,-8.73,1.62,1.29
816,2682.0,3.49,-5.17,5.84,-8.73,1.6,1.25
817,2685.0,3.07,-5.55,5.43,-8.73,1.53,1.22
818,2688.0,2.79,-6.29,5.39,-8.73,1.68,1.3
819,2692.0,3.22,-6.9,5.48,-8.73,1.55,1.32
820,2695.0,2.5,-7.25,4.93,-8.73,1.52,1.35
821,2698.0,2.75,-7.94,5.16,-8.73,1.64,1.4
822,2701.0,3.0,-8.49,4.8,-8.73,1.57,1.41
823,2705.0,2.92,-8.88,4.46,-8.73,1.51,1.39
824,2708.0,2.8,-9.25,4.3,-8.3,1.42,1.37
825,2711.0,2.65,-9.54,4.04,-7.72,1.28,1.35
826,2714.0,2.55,-9.78,3.76,-7.17,1.11,1.34
827,2718.0,2.32,-10.1,3.3,-6.51,0.92,1.37
828,2721.0,2.21,-10.26,2.92,-6.06,0.79,1.39
829,2724.0,2.24,-10.42,2.62,-5.72,0.71,1.43
830,2727.0,2.19,-10.48,2.28,-5.46,0.65,1.48
